Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
S.T.A.L.K.E.R. 2,5,8,95,80,7168,8192,2001,1750,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,150 GB,150 ,150 GB,150 ,2023-01-01
Microsoft Flight Simulator,4,5,74.5,65,3072,6144,1751,1876.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,150 GB,150 ,150 GB,150 ,2020-08-18
Call of Duty Warzone 2,4,5,74.5,95,2560,5120,1376,1875.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,150 GB,150 ,150 GB,150 ,2022-01-01
Red Dead Redemption 2,5,4,95,74.5,2560,5120,1501,1876,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,150 GB,150 ,150 GB,150 ,2019-11-05
War of Rights,2.5,4,60,103.5,1536,1536,1075,1375.5,2 GB,2 ,8 GB,8 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-12-03
God Eater 2 Rage Burst,2,3,65,74.5,1536,1024,850,1000.5,3 GB,3 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-08-30
Marvel Heroes 2015,2,6,65,101,512,2048,450,1351,3 GB,3 ,8 GB,8 ,Windows Vista 32-bit,Windows 7 64-bit,15 GB,15 ,30 GB,30 ,2014-06-04
Marvel Heroes 2015 - Kitty Pryde Pack,2,6,65,101,512,2048,450,1351,3 GB,3 ,8 GB,8 ,Windows Vista 32-bit,Windows 7 64-bit,15 GB,15 ,30 GB,30 ,2015-10-02
Farm Expert 2017,2.5,4,80,97.5,1024,2560,1025.5,1438.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 8 64-bit,15 GB,15 ,15 GB,15 ,2016-09-02
Plants vs Zombies: Garden Warfare,2,5,72.5,95,512,2048,1025,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 8 64-bit,15 GB,15 ,15 GB,15 ,2014-06-24
Ravens Cry,4,4,85,110,768,2560,950,1438.5,4 GB,4 ,8 GB,8 ,Windows Vista 32-bit,Windows 8 64-bit,15 GB,15 ,17 GB,17 ,2015-01-30
Alone in the Dark: Illumination,4,4,95,95,1024,1792,950,1188.5,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-01-01
Jagged Alliance: Rage!,2.5,5,80,95,1024,2560,1026,1501,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-12-06
Champions of Anteria,3,5,95,110,1024,2048,950,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,12 GB,12 ,2016-08-30
Darksiders Genesis,6,6,106.5,97.5,2048,5120,1564,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-12-05
Demolish and Build Company 2017,2.5,4,84,97.5,1024,2560,1025.5,1438.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-10-18
FIFA 15,4,5,100,95,1024,1024,1187.5,975,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2014-09-26
FIFA 17,3,5,80,110,1024,1024,1225,1025.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-09-29
Monster Energy Supercross - The Official Videogame,5,6,110,108,2560,2048,1376,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-02-13
Nickelodeon All-Star Brawl,5,5,89.5,78,2048,3584,1576.5,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-10-05
One Piece: Burning Blood,4,6,74.5,106.5,1536,2048,1063.5,1275,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,20 GB,20 ,2016-09-01
One Piece: Unlimited World Red - Deluxe Edition,4,6,74.5,106.5,1536,2048,1063.5,1275,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,20 GB,20 ,2017-08-25
Outbreak Pandemic Evolution,3,6,80,110,1536,2560,1375,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,0,#VALUE!,2016-09-09
Outward,4,5,95,110,1536,2048,912.5,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-03-26
Outward - The Soroboreans,4,5,95,110,1536,2048,912.5,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2020-06-16
Paragon,5,6,80,95,1024,2048,1026,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-03-18
Q.U.B.E. 2,4,5,70,80,1152,3584,943.5,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,4 GB,4 ,2018-03-13
Savage Resurrection,4,6,95,110,1024,2048,975,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-05-21
The Uncertain,3,5,84,110,1664,2048,1175,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-09-22
The Wonderful 101,5,4,73,65,768,5120,650,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2020-05-19
Unfortunate Spacemen,4,4,70,127,1152,2048,943.5,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-05-06
Wushu Chronicles 2,4,4,80,80,2560,4096,1376,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-01-01
Raceroom:Racing Experience,2,4,95,95,1024,2560,950,1376,4 GB,4 ,8 GB,8 ,Windows Vista 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2013-02-12
Wreckfest,2,3,80,84,1024,4096,1001,1589,4 GB,4 ,8 GB,8 ,Windows Vista 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-06-14
Plants vs Zombies: Battle for Neighborville,3,5,90,86,2048,3072,895.5,1564,4 GB,4 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-09-04
Ashen,6,6,110,110,2048,4096,1451,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-12-06
Colony Siege,5,6,110,110,2048,3072,1351,1751,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,25 GB,25 ,2020-06-19
FIFA 16,3,5,65,95,1024,1024,1225,975,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2015-09-22
Food Truck Simulator,3,6,80,80,2048,4096,1351,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2021-01-01
Gene Rain,3,6,75,104.5,2048,4096,1275,1751,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,16 GB,16 ,2020-01-09
HERO: Flood Rescue,5,6,104.5,104.5,4096,7168,1501.5,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-09-30
Ice Age Scrat's Nutty Adventure,6,5,110,89.5,1024,2560,1037.5,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-10-18
Infestation: Battle Royale,3,6,82.5,110,1024,2048,926,1576.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,20 GB,20 ,2020-03-05
Refuge,3,4,65,89.5,2048,4096,1576,1589,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-12-20
Rugby 20,4,6,110,104.5,1536,3584,1501,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-01-23
Super Robot Wars X,4,3,110,56,512,2048,1000,1526.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-01-10
The Council,3,6,80,101,1536,3072,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-03-13
The Council - Episode 2: Hide and Seek,3,6,80,101,1536,3072,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-05-15
The Council - Episode 3: Ripples,3,6,80,101,1536,3072,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-07-24
The Council - Episode 4: Burning Bridges,3,6,80,101,1536,3072,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-09-25
The Council - Episode 5: Checkmate,5,6,95,101,1536,3072,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-12-04
The Endless Mission,5,5,95,74.5,2560,5120,1376,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-11-14
War Identity,3,6,80,65,2048,7168,1375,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-11-10
We Were Here Together,4,6,74.5,89.5,1024,4096,1375,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-10-10
World Of Final Fantasy,2.5,3,60,65,1024,2048,950,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2017-11-21
Zone of the Enders: The 2nd Runner - Mars,3,4,86,97.5,2048,4096,1438.5,1588.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-09-04
Silver Chains,4,5,71,65,2048,8192,1375,2001,5 GB,5 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-08-06
Bravely Default 2,3,4,89.5,71,1024,7168,1626,2001,6 GB,6 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2021-09-02
Cogret,3,6,86,95,1536,2048,1008,1351,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-07-01
Gloria Victis,3,6,65,101,1536,2560,1012.5,1564,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2016-06-09
Knights of Honor II: Sovereign,5,6,101,104.5,2048,4096,1351,1501.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2021-01-01
Mysteria ~Occult Shadows~,2,6,65,95,1024,4096,1125,1501.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-08-23
Spellforce 3,5,6,101,104.5,2048,4096,1351,1501.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2017-12-07
Spellforce 3: Soul Harvest,5,6,101,104.5,2048,4096,1351,1501.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-05-28
Tokyo Ghoul: re Call to Exist,4,5,110,95,2048,3072,1476,1501,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-11-15
Transient,3,6,74.5,154,1280,2048,1062,1576.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-10-28
Warhammer: Chaosbane,2.5,6,84,95,2048,3584,1351,1376,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-06-04
Blood of Steel,2,4,65,85,768,1536,950,1275,6 GB,6 ,8 GB,8 ,Windows XP 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-10-20
Kingdom Hearts Melody of Memory,3,3,60,60,1536,2048,1437.5,1451,8 GB,8 ,8 GB,8 ,Windows 8 64-bit,Windows 8 64-bit,15 GB,15 ,15 GB,15 ,2021-03-30
Bleeding Edge,6,6,104.5,104.5,2560,7168,1376,2001,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,40 GB,40 ,2020-03-24
Dead Alliance,2.5,4,60,103.5,1536,3072,1375,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-08-29
Dead by Daylight,5,6,89.5,89.5,1024,4096,950,1451,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,0,#VALUE!,2016-06-14
Dead by Daylight - Stranger Things Chapter,5,6,89.5,89.5,1024,4096,950,1451,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,0,#VALUE!,2019-09-17
Dead by Daylight - The Bloodstained Sack,5,6,89.5,89.5,1024,4096,950,1451,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,0,#VALUE!,2016-06-14
Dead by Daylight: The Halloween Chapter,5,6,89.5,89.5,1024,4096,950,1451,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,0,#VALUE!,2016-10-25
Edge of Nowhere,6,6,104.5,104.5,4096,4096,1501.5,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-06-06
Fugl,4,8,110,102.5,1536,6144,1437.5,1876.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,25 GB,25 ,2017-09-14
Ghoststory,3,4,95,95,1024,5120,1375,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-04-09
Starlink: Battle for Atlas,5,6,110,104.5,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-04-30
Boundless,2.5,4,60,103.5,1536,2048,1075,1187.5,8 GB,8 ,8 GB,8 ,Windows Vista 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2014-11-13
Battletoads,2.5,3,80,89.5,1536,1536,1187.5,1425,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-08-20
Dolmen,3,4,84,85,2048,2560,1226.5,1451.5,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,20 GB,20 ,2021-01-01
Evil Genius 2: World Domination,4,5,65,74.5,2048,7168,1375,1750,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2021-03-30
Partisans 1941,4,4,71,71,2048,1152,1351,850,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-10-14
Airport Contraband,3,6,80,80,2048,4096,1351,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2021-01-01
BlueFear,5,5,89.5,78,2048,4096,1275,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,20 GB,20 ,2019-12-24
Crucible,5,4,86,82.5,2048,5120,1376,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-05-20
Danger Zone,5,6,99,157.5,2048,4096,1375,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2017-05-29
Danger Zone 2,5,6,99,157.5,2048,4096,1375,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-07-13
Daymare: 1998,5,6,89.5,148.5,2048,3584,1563.5,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-09-17
Drug Dealer Simulator,5,5,110,110,2560,4096,1563.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-04-16
Follia - Dear father,5,6,89.5,148.5,2048,5120,1563.5,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2020-04-30
Invasion 2037,5,5,89.5,78,2048,3584,1351,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-11-05
Subnautica: Below Zero,2.5,4,84,74.5,1024,4096,984.5,1751,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2019-01-30
The Elder Scrolls V: Skyrim VR,4,4,78,74.5,6144,8192,1876.5,1251,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 ,15 GB,15 ,2018-04-03
Assetto Corsa,2,5,80,80,1024,4096,1200,1501.5,2 GB,2 ,6 GB,6 ,Windows Vista 64-bit,Windows 7 64-bit,15 GB,15 ,30 GB,30 ,2013-11-08
Assetto Corsa Competizione,2,5,80,80,1024,4096,1200,1501.5,2 GB,2 ,6 GB,6 ,Windows Vista 64-bit,Windows 7 64-bit,15 GB,15 ,30 GB,30 ,2018-09-12
Agony,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-03-30
Battlezone Reboot,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-05-11
Dropzone,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-12-26
Grip,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-02-02
Human Element,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-11-01
Past Cure,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-02-23
Pyre,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-07-25
Ravenfield,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-05-18
Shenmue I and II HD Remaster,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-08-20
Skyworld,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-11-01
Song of the Deep,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-07-12
Spintires: MudRunner,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-10-31
Spintires: MudRunner - American Wilds,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-10-23
Spintires: MudRunner - Old-timers,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-02-13
Spintires: MudRunner - The Ridge,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-05-29
Spintires: MudRunner - The Valley,3,6,84,110,1536,2048,1187.5,1275,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-02-13
Street Fighter 30th Anniversary Collection,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-05-29
Surgeon Simulator: Alien Invasion Super VR 64,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-11-01
The Room: Archive,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-11-01
Wattam,2.5,4,60,103.5,1536,2048,1075,1187.5,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-12-17
12 Minutes,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-08-19
Dandy Ace,3,4,99,103.5,1024,1536,1026,1050,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-03-25
Darkest Dungeon 2,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-10-26
Door Kickers 2: Task Force North,2.5,4,60,103.5,2048,2048,1012.5,1300,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2020-11-03
Essays on Empathy,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-05-18
Fahrenheit: Indigo Prophecy Remastered,2.5,4,60,103.5,320,2048,800,1187.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2015-01-29
Forza Street,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-04-15
Ghostbusters: The Video Game Remastered,2.5,6,60,104.5,2048,2048,902.5,1438.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-10-04
John Wick Hex,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-10-15
Jumanji: The Video Game,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-11-08
Just Dance 2017,4,6,112.5,110,1024,2048,950,1275,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2016-10-25
Just Dance 2022,4,6,112.5,110,1024,2048,950,1275,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-11-04
Legend of Mana,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-06-24
Mega Man 11,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2018-10-03
MudRunner 2,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-01-01
Naruto Shippuden: Ultimate Ninja STORM 2 HD,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2017-08-25
Ni no Kuni: Wrath of the White Witch Remastered,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2019-09-20
Ninja Gaiden 3,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-06-10
Ninja Gaiden Sigma,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-06-10
Ninja Gaiden Sigma 2,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-06-10
Ninja Gaiden: Master Collection,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 ,15 GB,15 ,2021-06-10
