Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
The Cursed Crusade,2,2,65,80,256,768,375,1063,2 GB,2 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,4 GB,4 ,2011-10-11
The Sims Medieval,1,1,64,69.5,384,384,362.5,940,2 GB,2 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,6.5 GB,6.5 ,2011-03-24
Motorcycle Mechanic Simulator 2021,6,5,110,78,2560,6144,1376,1626.5,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2021-06-04
Motorcycle Mechanic Simulator 2021: Prologue,6,5,110,78,2560,6144,1376,1626.5,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2021-06-04
The House of the Dead Remake,4,5,71,80,4096,7168,1751,1125,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2022-04-28
Duck Season,6,5,104.5,65,4096,7168,1751.5,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2017-09-14
Rogue Heist,6,5,101,78,2048,3584,1351,1876,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2019-08-19
S.T.A.L.K.E.R. Online,6,6,65,65,4096,7168,1751,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2019-10-15
The Walking Dead Onslaught,3,4,56,74.5,4096,8192,1501.5,1625.5,12 GB,12 ,12 GB,12 ,Windows 10 64-bit,Windows 10 64-bit,7 GB,7 ,7 GB,7 ,2020-09-29
Dreamfall: The Longest Journey,1,1,61.5,64.5,64,128,200,375,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2006-04-17
Lego Star Wars: The Complete Saga,1.5,1.5,66,117,256,384,600,600,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2009-10-13
The Tomorrow War,1,1,64,77,128,256,375,775,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2009-05-15
A.I. War: Alien Bundle,1,2,99.5,65,128,768,137.5,795,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2011-09-23
NOBUNAGA'S AMBITION: Sphere of Influence,1,2,65.5,65,320,640,550,725,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2015-09-01
Resident Evil 4,1,1,59,65.5,128,128,133,200,0MB,0,0MB,0,Windows 2000,Windows XP 32-bit,7 GB,7 ,7 GB,7 ,2007-05-15
Grand Theft Auto V,4,6,115,101,512,2048,900,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 8 64-bit,65 GB,65 ,65 GB,65 ,2015-04-14
XCOM 2 - War of the Chosen,3,4,95,97.5,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,65 GB,65 ,70 GB,70 ,2017-08-29
Grand Theft Auto VI,6,7,104.5,65,6144,7168,1626.5,1750,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,65 GB,65 ,65 GB,65 ,2024-01-01
Skull and Bones,5,6,74.5,80,5120,8192,1876,1750,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,65 GB,65 ,65 GB,65 ,2022-11-08
The Dark Pictures: The Devil in Me,6,6,106.5,65,2048,7168,1564,1125,8 GB,8 ,12 GB,12 ,Windows 10 64-bit,Windows 10 64-bit,65 GB,65 ,65 GB,65 ,2022-01-01
Battlefield: Hardline,2,5,50,95,960,2048,1099.5,1451,4 GB,4 ,8 GB,8 ,Windows Vista 64-bit,Windows 8 64-bit,60 GB,60 ,60 GB,60 ,2015-03-19
Ace Combat 7: Skies Unknown,5,4,73,65,2048,3584,1487.5,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2019-02-01
Total War Warhammer 2 - The Hunter and The Beast,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2019-09-11
Total War: Warhammer 2,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2017-09-28
Total War: Warhammer 2 - Alith Anar,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-05-31
Total War: Warhammer 2 - Blood for the Blood God II,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2017-10-26
Total War: Warhammer 2 - Curse of the Vampire Coast,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-11-08
Total War: Warhammer 2 - Lokhir Fellheart,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-11-08
Total War: Warhammer 2 - Mortal Empires,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2017-10-26
Total War: Warhammer 2 - Rise of the Tomb Kings,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-01-23
Total War: Warhammer 2 - Steps of Isha,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-02-14
Total War: Warhammer 2 - The Prophet and The Warlock,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2019-04-17
Total War: Warhammer 2 - The Queen and the Crone,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-05-31
Total War: Warhammer 2 - Tiktaq'to,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2019-04-17
Total War: Warhammer 2 - Tretch Craventail,2.5,6,80,104.5,1024,2048,1050,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2019-04-17
Sea of Thieves,5,6,110,104.5,1024,5120,1187.5,1826,4 GB,4 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2018-03-20
Final Fantasy XIV: Stormblood,5,6,85,80,1536,4096,1437.5,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2017-06-30
Astellia,3,4,65,80,1024,2560,1051,1626,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-01-30
Final Fantasy XIV: Shadowbringers,5,6,85,80,1536,4096,1437.5,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-07-02
Total War: Three Kingdoms,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-05-23
Total War: Three Kingdoms - A World Betrayed,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-03-19
Total War: Three Kingdoms - Eight Princes,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-08-08
Total War: Three Kingdoms - Fates Divided,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2021-03-11
Total War: Three Kingdoms - Mandate of Heaven,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-01-16
Total War: Three Kingdoms - Reign of Blood,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-06-27
Total War: Three Kingdoms - The Furious Wild,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-09-03
Total War: Three Kingdoms - Yellow Turban Rebellion,2.5,5,80,80,1536,4096,1275,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-05-23
Call of Duty: Black Ops 3,3,6,84,110,1664,4096,1106,1475,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2015-11-06
Call of Duty: Black Ops 3 - Zombies Chronicles,3,6,84,110,1664,4096,1106,1475,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2017-06-15
Mount and Blade 2: Bannerlord,4,6,65,95,2048,3584,1351,1876,6 GB,6 ,8 GB,8 ,Windows XP 32-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2020-03-30
Overkills The Walking Dead,6,4,104.5,74.5,2048,7168,1375,2001,6 GB,6 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2018-11-06
SoulCalibur VI,3,6,89.5,104.5,2048,7168,1451,2001,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2018-10-19
Tekken 7,3,6,89.5,104.5,2048,7168,1451,2001,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2017-06-02
Fallout 76,4,4,74.5,74.5,2560,4096,1438.5,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2018-11-14
Fallout New Vegas 2,4,4,74.5,74.5,2560,4096,1438.5,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2022-01-01
Anno 1800,5,4,101,76.5,2048,4096,1438.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-04-16
ARK: Survival Evolved,6,4,110,74.5,2048,4096,1351,1701,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2017-08-31
Mortal Kombat 11,4,4,110,80,2560,5120,1376,1876,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2019-04-23
The Elder Scrolls Online Gold Edition,2,4,65,100,256,1536,783.5,1126,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,60 GB,60 ,80 GB,80 ,2016-09-09
Elden Ring,5,6,65,95,5120,8192,1876,1251,12 GB,12 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2022-02-25
Middle-earth: Shadow of War,6,6,110,101,2560,5120,1376,1876,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,60 GB,60 ,60 GB,60 ,2017-10-10
Dirt 5,3,6,80,95,4096,8192,1751.5,1251,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-11-06
Far Cry 6,4,5,74.5,80,1024,8192,1751.5,875.5,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2021-10-07
Gears of War: Ultimate Edition,5,6,80,106.5,1536,4096,1300,1501.5,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2016-03-01
Rainbow Six: Quarantine,4,4,74.5,76.5,3072,5120,1501.5,1625,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2021-01-01
WWE 2K22,6,6,101,104.5,5120,8192,1876,2001,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2022-03-11
Black Myth: Wu Kong,3,5,84,65,2048,7168,1876,1751,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2023-01-01
Dishonored II,6,6,110,104.5,2560,7168,1438.5,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2016-11-11
Dishonored: Death of the Outsider,6,6,110,104.5,2560,7168,1438.5,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2017-09-15
Dying Light 2,4,6,65,95,4096,7168,1751,1125,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2022-02-04
Hitman 2 (2018),4,5,110,74.5,2048,8192,1351,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2018-11-13
Just Cause 5,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2023-01-01
Last Oasis,5,4,110,71,2048,8192,1476,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,60 GB,60 ,60 GB,60 ,2020-03-26
Final Fantasy XIII,2,4,65,95,128,1024,350,1050,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows Vista 32-bit,60 GB,60 ,60 GB,60 ,2014-10-09
Bugsnax,4,6,85,65,1536,4096,845.5,1751.5,6 GB,6 ,8 GB,8 ,Windows 7 32-bit,Windows 10 64-bit,6.7 GB,6.7 ,1.5 GB,1.5 ,2020-11-12
Sonic and All-Stars Racing Transformed,2,4,65,88.5,640,512,849,900,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6.7 GB,6.7 ,6.7 GB,6.7 ,2013-01-31
Deadfall Adventures,2,4,65,115,384,1024,865,950,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6.5 GB,6.5 ,6.5 GB,6.5 ,2013-11-15
Split Second,2,2,80,65,256,512,450,1013,2 GB,2 ,2.5 GB,2.5 ,Windows XP 32-bit,Windows XP 32-bit,6.5 GB,6.5 ,6.5 GB,6.5 ,2010-05-21
FIFA 09,1,2,64,65,256,256,337.5,650,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6.5 GB,6.5 ,6.5 GB,6.5 ,2008-10-03
FIFA 2011,2,2,65,65,384,512,450,1013,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6.5 GB,6.5 ,6.5 GB,6.5 ,2010-10-01
Kings Bounty: Warriors of the North,1,1,64,73.5,256,384,350,850,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6.5 GB,6.5 ,6.5 GB,6.5 ,2012-10-26
ZERONORTHZEROWEST,1,2.5,63,60,768,1024,900,1375,1 GB,1 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,6.3 GB,6.3 ,6.3 GB,6.3 ,2018-03-01
Dispatcher,2,5,65,110,1664,4096,1018.5,1501,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 8 64-bit,6 GB,6 ,6 GB,6 ,2015-11-12
Forced Showdown,2.5,4,65,103.5,768,1664,825,1162.5,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-03-29
The Ship: Remasted,2,4,80,103.5,960,1152,1074.5,943.5,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-10-31
Blue Fire,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-02-04
Darwin Project,3,4,65,103.5,1536,6144,1225,1626.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-01-14
Europa Universalis IV: Emperor,1.5,2,32.5,65,384,384,950,950,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-06-09
Planet Nomads,4,6,71,104.5,1536,2048,1137.5,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2017-05-25
Sex with the Devil,3,6,84,104.5,704,4096,996,1501,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2021-06-04
Two Point Hospital: Off The Grid,3,5,86,80,2048,3584,1375,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-03-25
Weedcraft Inc,3,6,74.5,142.5,1536,5120,1262.5,1626,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2019-04-11
Trine 3: The Artifacts of Power,2.5,3,60,69,704,1024,949.5,1000.5,4 GB,4 ,8 GB,8 ,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-08-20
X Rebirth,4,4,100,97.5,768,1024,901,1101,4 GB,4 ,8 GB,8 ,Windows XP 64-bit,Windows 7 64-bit,6 GB,6 ,10 GB,10 ,2013-11-15
X Rebirth: The Teladi Outpost,4,4,100,97.5,768,1024,901,1101,4 GB,4 ,8 GB,8 ,Windows XP 64-bit,Windows 7 64-bit,6 GB,6 ,10 GB,10 ,2014-12-12
Base One,4,5,65,50,2048,6144,1564,1626.5,4 GB,4 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-05-11
Battlestar Galactica Deadlock,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2017-08-31
Battlestar Galactica Deadlock: Anabasis,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2018-10-18
Battlestar Galactica Deadlock: Reinforcement Pack,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2017-12-06
Battlestar Galactica Deadlock: Resurrection,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2019-08-29
Battlestar Galactica Deadlock: Sin and Sacrifice,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2019-03-19
Battlestar Galactica Deadlock: The Broken Alliance,2,3,65,60,1024,2560,1050,1563.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,9 GB,9 ,2018-05-29
BDSM: Big Drunk Satanic Massacre,4,5,110,104.5,1024,2560,950,1438.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,7 GB,7 ,2019-10-10
Cobra Kai: The Karate Kid Saga Continues,4,4,101,65,1024,4096,1200,1701,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-01-05
Crazy Machines 3,2,4,55,80,512,3072,649,1476.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-10-18
Cris Tales,5,6,80,95,1024,2048,1425,1275,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-07-20
DRAMAtical Murder,3,3,99,90,768,1536,450,1225,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-04-07
Dungeons of Edera,5,4,86,74.5,1792,2560,1101,1438.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-08-28
Encased: A Sci-Fi Post-Apocalyptic RPG,6,4,104.5,74.5,1536,2560,945.5,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-09-26
Erzurum,5,4,95,74.5,3584,7168,1376,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-02-10
Farm Manager 2018,6,6,110,110,1536,4096,1100.5,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2018-04-06
Farm Manager 2020,6,6,110,110,1536,7168,1100.5,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-09-17
Night Of Azure,4,6,110,110,1024,2048,1075,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2017-02-07
Pagui,6,4,101,71,2560,2048,1564,1751,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-10-08
Phogs!,3,5,65,110,768,4096,899,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-12-03
Plane Mechanic Simulator,4,6,95,148.5,1024,2048,1237.5,1451,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-02-13
Project RIP,5,4,104.5,74.5,768,2048,951,1701.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-10-11
RAD,6,4,110,74.5,3584,6144,1576,1126.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-08-20
Redout,3,5,50,95,1536,2048,1250.5,1564,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-09-02
Sentinels of Freedom,2,2,65,65,2048,4096,1351,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-04-16
Smash and Grab,5,6,90,104.5,1024,2048,950,1438.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-09-27
Strobophagia | Rave Horror,4,4,95,80,2048,4096,1526.5,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-10-28
Tale of Immortal,1,3,66,90,256,1536,800,1225,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-01-27
Two Point Campus,3,5,86,80,2048,3584,1375,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2022-08-09
Urban Explorer,4,5,110,80,2048,3584,1351,1626,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,8 GB,8 ,2021-01-01
Europa Universalis IV: Leviathan,3,5,80,90,1024,1024,950,1101,4 GB,4 ,8 GB,8 ,Windows 8 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-04-27
Emergency Call 112 - The Fire Fighting Simulation,2.5,4,60,103.5,1536,2048,1012.5,1187.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,15 GB,15 ,2016-11-10
Killsquad,2.5,6,80,101,2048,4096,1351,1751.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-07-16
Liberated,4,4,65,65,2048,4096,1451,1751.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-07-30
Senran Kagura Shinovi Versus,3,6,84,110,1024,2560,1051,1376,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-06-01
The Talos Principle VR,6,6,104.5,117.5,4096,8192,1501.5,1251,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2017-10-17
Gray Dawn,6,6,110,97.5,2048,7168,1563.5,1750,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2018-06-07
Phantom Brigade,2,4,65,97.5,512,4096,1500,1626,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-11-16
Endzone - A World Apart,6,6,110,110,2560,2560,1376,1376,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-04-02
Garbage: Hobo Prophecy,4,4,85,80,2560,1024,1376,1751,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-01-22
Hydroneer,4,3,85,65,768,1536,850,945.5,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-05-08
